# feature,class,assembly,assembly_unit,seq_type,chromosome,genomic_accession,start,end,strand,product_accession,non-redundant_refseq,related_accession,name,symbol,GeneID,locus_tag,feature_interval_length,product_length,attributes
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,697889,699100,-,WP_000858711.1,WP_000858711.1,,serine-type D-Ala-D-Ala carboxypeptidase,,,SL1344_RS03215,1212,403,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,699240,700307,-,,,,,,,SL1344_RS03220,1068,,old_locus_tag=SL1344_0626
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,699240,700307,-,WP_001231299.1,WP_001231299.1,,endolytic peptidoglycan transglycosylase RlpA,,,SL1344_RS03220,1068,355,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,700318,701430,-,,,,,,,SL1344_RS03225,1113,,old_locus_tag=SL1344_0627
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,700318,701430,-,WP_000131713.1,WP_000131713.1,,rod shape-determining protein RodA,,,SL1344_RS03225,1113,370,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,701433,703334,-,,,,,,,SL1344_RS03230,1902,,old_locus_tag=SL1344_0628
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,701433,703334,-,WP_000828700.1,WP_000828700.1,,penicillin-binding protein 2,,,SL1344_RS03230,1902,633,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,703365,703832,-,,,,,,,SL1344_RS03235,468,,old_locus_tag=SL1344_0629
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,703365,703832,-,WP_000776107.1,WP_000776107.1,,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,,,SL1344_RS03235,468,155,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,703836,704153,-,,,,,,,SL1344_RS03240,318,,old_locus_tag=SL1344_0630
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,703836,704153,-,WP_001161670.1,WP_001161670.1,,ribosome silencing factor RsfS,,,SL1344_RS03240,318,105,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,704482,705090,-,,,,,,,SL1344_RS03250,609,,old_locus_tag=SL1344_0631
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,704482,705090,-,WP_001241924.1,WP_001241924.1,,adenosylcobalamin/alpha-ribazole phosphatase,,,SL1344_RS03250,609,202,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,705187,706281,+,,,,,,,SL1344_RS03255,1095,,old_locus_tag=SL1344_0632
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,705187,706281,+,WP_001173255.1,WP_001173255.1,,threonine-phosphate decarboxylase,,,SL1344_RS03255,1095,364,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,706256,706897,-,,,,,,,SL1344_RS03260,642,,old_locus_tag=SL1344_0633
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,706256,706897,-,WP_001518902.1,WP_001518902.1,,nicotinate-nicotinamide nucleotide adenylyltransferase,,,SL1344_RS03260,642,213,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,706899,707930,-,,,,,,,SL1344_RS03265,1032,,old_locus_tag=SL1344_0634
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,706899,707930,-,WP_000620491.1,WP_000620491.1,,DNA polymerase III subunit delta,,,SL1344_RS03265,1032,343,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,707930,708520,-,,,,,,,SL1344_RS03270,591,,old_locus_tag=SL1344_0635
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,707930,708520,-,WP_001269947.1,WP_001269947.1,,hypothetical protein,,,SL1344_RS03270,591,196,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,708535,711117,-,,,,,leuS,,SL1344_RS03275,2583,,old_locus_tag=SL1344_0636
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,708535,711117,-,WP_001157918.1,WP_001157918.1,,leucine--tRNA ligase,leuS,,SL1344_RS03275,2583,860,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,711354,711695,+,,,,,,,SL1344_RS03280,342,,old_locus_tag=SL1344_0637
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,711354,711695,+,WP_001574029.1,WP_001574029.1,,D-galactarate dehydratase,,,SL1344_RS03280,342,113,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,711712,712884,+,,,,,,,SL1344_RS03285,1173,,old_locus_tag=SL1344_0638
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,711712,712884,+,WP_001670689.1,WP_001670689.1,,carbohydrate hydrolase,,,SL1344_RS03285,1173,390,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,712934,713887,+,,,,,,,SL1344_RS03290,954,,old_locus_tag=SL1344_0639
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,712934,713887,+,WP_000694477.1,WP_000694477.1,,2-keto-3-deoxygluconate permease 2,,,SL1344_RS03290,954,317,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,713955,715883,+,,,,,,,SL1344_RS03295,1929,,old_locus_tag=SL1344_0640
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,713955,715883,+,WP_001044182.1,WP_001044182.1,,sigma-54-dependent transcriptional regulator,,,SL1344_RS03295,1929,642,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,715976,716449,+,,,,,,,SL1344_RS03300,474,,old_locus_tag=SL1344_0641
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,715976,716449,+,WP_001044884.1,WP_001044884.1,,hypothetical protein,,,SL1344_RS03300,474,157,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,716488,717483,-,,,,,,,SL1344_RS03305,996,,old_locus_tag=SL1344_0642
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,716488,717483,-,WP_001016626.1,WP_001016626.1,,sel1 repeat family protein,,,SL1344_RS03305,996,331,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,717608,718315,+,,,,,,,SL1344_RS03310,708,,old_locus_tag=SL1344_0643
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,717608,718315,+,WP_001669181.1,WP_001669181.1,,DUF1266 domain-containing protein,,,SL1344_RS03310,708,235,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,718312,719745,+,,,,,,,SL1344_RS03315,1434,,old_locus_tag=SL1344_0644
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,718312,719745,+,WP_000845203.1,WP_000845203.1,,J domain-containing protein,,,SL1344_RS03315,1434,477,
gene,pseudogene,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,719757,720453,+,,,,,,,SL1344_RS03320,697,,pseudo
CDS,without_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,719757,720453,+,,,,DUF1266 domain-containing protein,,,SL1344_RS03320,697,,pseudo
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,720450,721922,+,,,,,,,SL1344_RS03325,1473,,old_locus_tag=SL1344_0647
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,720450,721922,+,WP_001017750.1,WP_001017750.1,,J domain-containing protein,,,SL1344_RS03325,1473,490,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,721944,723623,-,,,,,,,SL1344_RS03330,1680,,old_locus_tag=SL1344_0648
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,721944,723623,-,WP_000368034.1,WP_000368034.1,,molecular chaperone HscC,,,SL1344_RS03330,1680,559,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,723699,724937,-,,,,,,,SL1344_RS03335,1239,,old_locus_tag=SL1344_0649
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,723699,724937,-,WP_000498891.1,WP_000498891.1,,hypothetical protein,,,SL1344_RS03335,1239,412,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,724969,725904,-,,,,,,,SL1344_RS03340,936,,old_locus_tag=SL1344_0650
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,724969,725904,-,WP_001207419.1,WP_001207419.1,,pyrimidine-specific ribonucleoside hydrolase RihA,,,SL1344_RS03340,936,311,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,726021,726746,-,,,,,artP,,SL1344_RS03345,726,,old_locus_tag=SL1344_0651
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,726021,726746,-,WP_000631369.1,WP_000631369.1,,amino acid ABC transporter ATP-binding protein,artP,,SL1344_RS03345,726,241,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,726746,727420,-,,,,,,,SL1344_RS03350,675,,old_locus_tag=SL1344_0652
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,726746,727420,-,WP_000272794.1,WP_000272794.1,,glutamate/aspartate ABC transporter permease,,,SL1344_RS03350,675,224,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,727420,728160,-,,,,,,,SL1344_RS03355,741,,old_locus_tag=SL1344_0653
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,727420,728160,-,WP_000020930.1,WP_000020930.1,,amino acid ABC transporter permease,,,SL1344_RS03355,741,246,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,728320,729246,-,,,,,,,SL1344_RS03360,927,,old_locus_tag=SL1344_0654
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,728320,729246,-,WP_000588822.1,WP_000588822.1,,glutamate/aspartate ABC transporter substrate-binding protein,,,SL1344_RS03360,927,308,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,729583,731121,-,,,,,,,SL1344_RS03365,1539,,old_locus_tag=SL1344_0655
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,729583,731121,-,WP_001575804.1,WP_001575804.1,,apolipoprotein N-acyltransferase,,,SL1344_RS03365,1539,512,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,731141,732019,-,,,,,,,SL1344_RS03370,879,,old_locus_tag=SL1344_0656
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,731141,732019,-,WP_001278615.1,WP_001278615.1,,magnesium and cobalt efflux protein CorC,,,SL1344_RS03370,879,292,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,732177,732650,-,,,,,,,SL1344_RS03375,474,,old_locus_tag=SL1344_0657
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,732177,732650,-,WP_000084476.1,WP_000084476.1,,endoribonuclease YbeY,,,SL1344_RS03375,474,157,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,732647,733732,-,,,,,,,SL1344_RS03380,1086,,old_locus_tag=SL1344_0658
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,732647,733732,-,WP_000493272.1,WP_000493272.1,,PhoH family protein,,,SL1344_RS03380,1086,361,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,733898,735322,-,,,,,,,SL1344_RS03385,1425,,old_locus_tag=SL1344_0659
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,733898,735322,-,WP_001519200.1,WP_001519200.1,,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,,,SL1344_RS03385,1425,474,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,735466,736641,+,,,,,,,SL1344_RS03390,1176,,old_locus_tag=SL1344_0660
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,735466,736641,+,WP_000184633.1,WP_000184633.1,,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",,,SL1344_RS03390,1176,391,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,736708,737283,-,,,,,,,SL1344_RS03395,576,,old_locus_tag=SL1344_0661
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,736708,737283,-,WP_001109079.1,WP_001109079.1,,membrane protein,,,SL1344_RS03395,576,191,
gene,tRNA,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,737419,737493,-,,,,,,,SL1344_RS03400,75,,old_locus_tag=SL1344_tRNA0007
tRNA,,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,737419,737493,-,,,,tRNA-Gln,,,SL1344_RS03400,75,,anticodon=CTG
gene,tRNA,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,737537,737611,-,,,,,,,SL1344_RS03405,75,,old_locus_tag=SL1344_tRNA0008
tRNA,,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,737537,737611,-,,,,tRNA-Gln,,,SL1344_RS03405,75,,anticodon=CTG
gene,tRNA,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,737658,737734,-,,,,,,,SL1344_RS03410,77,,old_locus_tag=SL1344_tRNA0009
tRNA,,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,737658,737734,-,,,,tRNA-Met,,,SL1344_RS03410,77,,anticodon=CAT
gene,tRNA,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,737750,737824,-,,,,,,,SL1344_RS03415,75,,old_locus_tag=SL1344_tRNA0010
tRNA,,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,737750,737824,-,,,,tRNA-Gln,,,SL1344_RS03415,75,,anticodon=TTG
gene,tRNA,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,737860,737934,-,,,,,,,SL1344_RS03420,75,,old_locus_tag=SL1344_tRNA0011
tRNA,,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,737860,737934,-,,,,tRNA-Gln,,,SL1344_RS03420,75,,anticodon=TTG
gene,tRNA,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,737958,738042,-,,,,,,,SL1344_RS03425,85,,old_locus_tag=SL1344_tRNA0012
tRNA,,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,737958,738042,-,,,,tRNA-Leu,,,SL1344_RS03425,85,,anticodon=TAG
gene,tRNA,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,738051,738127,-,,,,,,,SL1344_RS03430,77,,old_locus_tag=SL1344_tRNA0013
tRNA,,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,738051,738127,-,,,,tRNA-Met,,,SL1344_RS03430,77,,anticodon=CAT
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,738350,740014,-,,,,,asnB,,SL1344_RS03435,1665,,old_locus_tag=SL1344_0662
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,738350,740014,-,WP_000337041.1,WP_000337041.1,,asparagine synthase B,asnB,,SL1344_RS03435,1665,554,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,740304,741056,-,,,,,,,SL1344_RS03440,753,,old_locus_tag=SL1344_0663
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,740304,741056,-,WP_000153143.1,WP_000153143.1,,UMP phosphatase,,,SL1344_RS03440,753,250,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,741103,742323,-,,,,,,,SL1344_RS03445,1221,,old_locus_tag=SL1344_0664
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,741103,742323,-,WP_000187577.1,WP_000187577.1,,ROK family transcriptional regulator,,,SL1344_RS03445,1221,406,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,742328,743482,-,,,,,,,SL1344_RS03450,1155,,old_locus_tag=SL1344_0665
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,742328,743482,-,WP_000271186.1,WP_000271186.1,,N-acetylglucosamine-6-phosphate deacetylase,,,SL1344_RS03450,1155,384,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,743542,744342,-,,,,,,,SL1344_RS03455,801,,old_locus_tag=SL1344_0666
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,743542,744342,-,WP_001237059.1,WP_001237059.1,,glucosamine-6-phosphate deaminase,,,SL1344_RS03455,801,266,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,744669,746621,+,,,,,,,SL1344_RS03460,1953,,old_locus_tag=SL1344_0667
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,744669,746621,+,WP_001023068.1,WP_001023068.1,,PTS N-acetyl glucosamine transporter subunit IIABC,,,SL1344_RS03460,1953,650,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,746832,748499,+,,,,,,,SL1344_RS03465,1668,,old_locus_tag=SL1344_0668
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,746832,748499,+,WP_001287180.1,WP_001287180.1,,glutamine--tRNA ligase,,,SL1344_RS03465,1668,555,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,748638,748823,+,,,,,,,SL1344_RS26955,186,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,748638,748823,+,WP_099107975.1,WP_099107975.1,,hypothetical protein,,,SL1344_RS26955,186,61,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,748945,750351,+,,,,,chiP,,SL1344_RS03470,1407,,old_locus_tag=SL1344_0669
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,748945,750351,+,WP_001258803.1,WP_001258803.1,,chitoporin,chiP,,SL1344_RS03470,1407,468,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,750401,750733,+,,,,,,,SL1344_RS03475,333,,old_locus_tag=SL1344_0670
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,750401,750733,+,WP_000722261.1,WP_000722261.1,,lipoprotein,,,SL1344_RS03475,333,110,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,750782,752086,-,,,,,tcuC,,SL1344_RS03480,1305,,old_locus_tag=SL1344_0671
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,750782,752086,-,WP_000057014.1,WP_000057014.1,,tricarballylate/proton symporter TcuC,tcuC,,SL1344_RS03480,1305,434,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,752137,753276,-,,,,,tcuB,,SL1344_RS03485,1140,,old_locus_tag=SL1344_0672
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,752137,753276,-,WP_000811134.1,WP_000811134.1,,tricarballylate utilization protein TcuB,tcuB,,SL1344_RS03485,1140,379,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,753263,754666,-,,,,,tcuA,,SL1344_RS03490,1404,,old_locus_tag=SL1344_0673
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,753263,754666,-,WP_000228709.1,WP_000228709.1,,FAD-dependent tricarballylate dehydrogenase TcuA,tcuA,,SL1344_RS03490,1404,467,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,754764,755690,-,,,,,,,SL1344_RS03495,927,,old_locus_tag=SL1344_0674
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,754764,755690,-,WP_000423362.1,WP_000423362.1,,LysR family transcriptional regulator,,,SL1344_RS03495,927,308,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,755805,756257,-,,,,,,,SL1344_RS03500,453,,old_locus_tag=SL1344_0675
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,755805,756257,-,WP_000131699.1,WP_000131699.1,,ferric iron uptake transcriptional regulator,,,SL1344_RS03500,453,150,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,756539,757069,-,,,,,,,SL1344_RS03505,531,,old_locus_tag=SL1344_0676
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,756539,757069,-,WP_001018621.1,WP_001018621.1,,flavodoxin-1,,,SL1344_RS03505,531,176,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,757232,757513,-,,,,,,,SL1344_RS03510,282,,old_locus_tag=SL1344_0677
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,757232,757513,-,WP_001040938.1,WP_001040938.1,,"ribbon-helix-helix protein, CopG family",,,SL1344_RS03510,282,93,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,757647,758417,-,,,,,,,SL1344_RS03515,771,,old_locus_tag=SL1344_0678
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,757647,758417,-,WP_000773246.1,WP_000773246.1,,acyl-CoA esterase,,,SL1344_RS03515,771,256,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,758602,759144,+,,,,,,,SL1344_RS03520,543,,old_locus_tag=SL1344_0679
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,758602,759144,+,WP_000848395.1,WP_000848395.1,,replication initiation regulator SeqA,,,SL1344_RS03520,543,180,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,759169,760809,+,,,,,,,SL1344_RS03525,1641,,old_locus_tag=SL1344_0680
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,759169,760809,+,WP_000974387.1,WP_000974387.1,,alpha-D-glucose phosphate-specific phosphoglucomutase,,,SL1344_RS03525,1641,546,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,760924,761409,-,,,,,,,SL1344_RS03530,486,,old_locus_tag=SL1344_0681
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,760924,761409,-,WP_000070056.1,WP_000070056.1,,pyridoxamine 5'-phosphate oxidase family protein,,,SL1344_RS03530,486,161,
